#{"t_start": 1760833005.378652, "env_id": "BipedalWalker-v3"}
r,l,t
249.065956,1019,3386.258656
-121.290779,53,3386.329578
255.764509,963,3388.620705
252.017993,985,3389.934533
240.131032,1106,3391.465296
68.695785,785,3392.53848
253.748917,981,3393.84854
113.472589,950,3395.123249
-54.333045,354,3395.581555
-114.656967,58,3395.65423
-36.232794,393,3396.181485
240.040375,1104,3397.648281
241.125664,1100,3399.173295
242.111779,1079,3400.636163
-18.864984,509,3402.294852
-114.774367,112,3402.44288
-115.333345,40,3402.496323
90.52774,738,3403.506322
-2.306443,471,3404.157046
248.85405,1030,3405.550192
-13.085434,500,3406.253726
-34.761988,434,3406.835646
-65.891789,275,3407.19704
-43.888343,365,3407.706903
258.629299,933,3408.954158
-5.421268,498,3409.604316
105.308588,870,3410.829528
26.817532,629,3411.692415
249.091739,1021,3413.049164
-30.810101,341,3413.50185
-115.521256,50,3413.56975
-111.33509,37,3413.619209
-5.161713,469,3414.242426
114.731324,877,3415.455496
244.723052,1054,3417.754955
33.297345,616,3418.587396
247.595772,1032,3419.97457
-10.92747,502,3420.658302
54.156078,682,3421.643218
55.335338,688,3422.609892
90.266142,845,3423.790488
250.025877,999,3425.125959
61.816533,870,3426.287632
111.507722,965,3427.651846
253.863671,984,3428.965558
-66.8978,302,3429.349957
131.622523,880,3431.404404
-17.579367,498,3432.087155
1.567152,454,3432.687728
-80.750901,197,3432.96754
-62.312435,221,3433.258656
-63.642262,235,3433.560005
240.654554,1094,3435.019066
248.041377,1030,3436.445881
48.368675,723,3437.429622
239.276404,1107,3438.987382
117.689859,949,3440.219516
101.980641,901,3441.427161
-53.405399,316,3441.836055
-113.690584,63,3441.925831
-115.945475,45,3441.984134
240.020447,1090,3443.366992
3.530109,553,3444.079797
-12.708812,468,3446.017458
-14.245957,581,3446.771858
-125.215221,51,3446.841719
-62.614022,238,3447.155195
-11.741123,412,3447.704135
-34.228941,477,3448.349794
-116.180551,40,3448.405861
30.225548,657,3449.282292
-55.546644,273,3449.647476
-7.719878,407,3450.176645
-52.573403,403,3450.712093
8.989372,520,3451.39981
-63.560362,245,3451.713495
242.396343,1073,3453.192125
-56.799836,331,3453.616962
65.941552,674,3454.498963
-55.086547,300,3454.895193
239.040476,1103,3456.297195
-28.204518,415,3456.820619
255.303656,963,3458.08238
241.512649,1081,3460.012393
243.288187,1071,3461.461701
-51.263759,284,3461.830828
87.994588,748,3462.780628
240.801853,1091,3464.241448
-26.807487,433,3464.81464
-62.238662,318,3465.280385
137.895954,958,3466.592544
242.124895,1081,3468.046382
-21.33735,401,3468.57387
-98.253935,157,3468.785426
247.172521,1026,3470.250945
252.232765,999,3471.617855
116.05529,959,3472.919487
120.088783,958,3474.832096
60.138594,880,3475.988176
82.563902,916,3477.1979
248.449385,1025,3478.598785
89.551788,1091,3480.089253
-15.852346,418,3480.681198
106.66403,1011,3482.042156
-56.440629,240,3482.367686
-54.360163,338,3482.835814
53.322182,695,3483.812
-84.681668,190,3484.068314
117.64811,962,3485.388306
-67.369685,214,3485.682317
-55.446035,332,3486.133511
132.124612,1015,3488.975538
139.107967,915,3490.22509
-57.484425,259,3490.570252
45.732669,672,3491.512305
-5.726906,403,3492.086293
252.171805,996,3493.472073
-4.52922,513,3494.150166
252.948965,989,3495.517256
-68.757487,264,3495.895795
-41.028335,405,3496.481734
-124.465557,116,3496.633344
-82.320323,143,3496.822125
-67.643668,353,3497.294413
-77.867937,158,3497.504488
-0.253399,570,3498.263941
105.183779,893,3499.499213
22.780262,885,3500.67108
250.016549,1003,3502.021796
-1.003462,463,3503.344371
-40.089154,311,3503.768045
-110.936557,51,3503.844485
-115.580499,43,3503.904958
240.976683,1089,3505.355112
251.314535,958,3506.653398
-86.290254,262,3506.997517
4.368764,543,3507.75263
49.906475,730,3508.764079
236.450818,1127,3510.280071
-18.20698,451,3510.891847
121.732631,1077,3512.309292
251.705045,996,3513.632313
243.844427,1063,3515.078257
-110.679952,41,3515.133335
-13.451754,496,3515.824656
-34.077403,420,3516.399641
248.628026,1024,3518.546742
-62.966727,235,3518.875327
-51.763379,310,3519.322351
-116.736854,70,3519.422139
-112.616705,112,3519.571125
-111.395258,70,3519.662187
240.623139,1090,3521.141814
45.641635,744,3522.12898
-70.633552,220,3522.431618
-85.417789,260,3522.780865
-84.987421,207,3523.055921
39.916871,650,3523.974192
242.282825,1086,3525.551197
-33.120919,377,3526.101482
-117.836416,80,3526.212333
-18.941727,352,3526.729671
248.929149,1022,3528.247764
251.382874,989,3529.626384
241.963123,1078,3531.109067
38.118569,614,3532.778252
238.783672,1119,3534.328966
-112.882663,124,3534.498922
-7.521344,406,3535.074273
-126.266206,45,3535.135072
-113.197367,43,3535.197626
40.105458,696,3536.166328
-81.071308,137,3536.380631
-10.79428,431,3536.970422
-24.651429,328,3537.409436
-41.038522,396,3537.935094
245.852695,1040,3539.329164
-78.516726,168,3539.572996
-96.030016,140,3539.764307
126.417744,1003,3541.118962
-28.283353,395,3541.695974
-111.141177,45,3541.765083
258.159485,937,3543.066046
-39.813847,311,3543.47526
14.131274,584,3544.263301
254.981376,961,3545.603363
-6.954854,542,3547.203971
-82.530168,161,3547.451454
252.560733,985,3548.785227
-10.244046,411,3549.376668
-21.790607,439,3549.972491
-55.303592,331,3550.420797
242.038885,1084,3551.905782
94.588236,946,3553.194609
247.947534,1035,3554.604662
-6.228192,398,3555.116633
-60.962041,220,3555.430387
-52.727715,315,3555.869514
250.76451,1013,3557.258867
-53.786074,317,3557.682156
90.981972,832,3558.809382
-33.398479,322,3559.257302
16.086605,614,3560.067336
-56.532118,281,3561.27495
37.662586,824,3562.392568
-16.624444,429,3562.988432
101.524572,818,3564.143729
16.938332,620,3564.988642
80.85719,837,3566.116178
-111.701706,50,3566.184886
-109.175892,40,3566.240235
-112.034952,39,3566.294545
-58.283915,308,3566.728894
-30.125088,436,3567.316928
-37.864697,307,3567.720782
-28.67303,443,3568.313377
242.931089,1071,3569.753946
49.54093,759,3570.77048
255.266264,967,3572.08663
49.093039,739,3573.136415
239.992213,1102,3574.652314
249.26159,1008,3576.596742
243.547819,1059,3577.990155
242.302509,1078,3579.450976
-82.35471,354,3579.935687
38.831096,748,3580.988239
44.020801,729,3581.957523
-48.026826,309,3582.365837
76.021637,752,3583.338379
-120.208524,45,3583.397965
38.877277,579,3584.147345
-64.435417,231,3584.446355
10.910273,522,3585.113077
-88.828973,164,3585.322146
13.114577,671,3586.248503
-52.074655,264,3586.595536
111.162685,934,3587.814187
-46.308708,311,3588.224536
103.32065,975,3590.04855
247.77347,1033,3591.442261
129.286744,952,3592.800915
-11.447556,350,3593.270376
96.568959,922,3594.488463
-24.739506,399,3595.040117
55.156614,724,3596.188881
235.669711,1141,3597.652398
-26.79861,417,3598.212536
246.716112,1040,3599.555204
54.118782,636,3600.372808
-4.282411,487,3601.009125
-112.911941,52,3601.081743
-63.933985,295,3601.507307
79.893651,835,3602.579212
246.156327,1037,3605.007855
120.281055,881,3606.186583
41.361174,724,3607.201334
2.073601,542,3607.938433
247.095735,1038,3609.351378
249.902251,1016,3610.713803
-19.038776,504,3611.398014
-24.637234,407,3611.938474
249.979989,1007,3613.336967
-110.196879,37,3613.386136
-78.798284,166,3613.607312
-9.255598,395,3614.138628
-21.392683,527,3614.850889
-75.548021,250,3615.201505
-3.989498,469,3615.83339
-51.891835,249,3616.192108
-58.043475,327,3616.635883
35.563207,750,3618.738601
241.519611,1091,3620.20645
243.423687,1075,3621.651721
64.343846,755,3622.654456
-85.581893,222,3622.953587
249.134474,1024,3624.333504
4.053719,691,3625.240797
-68.71676,188,3625.491795
249.650959,1010,3626.819432
-69.97955,214,3627.096222
50.347483,902,3628.298912
58.079091,807,3629.444226
85.647145,936,3630.68723
-25.095198,434,3631.273102
7.94452,640,3633.098812
-0.321651,443,3633.703883
-63.369233,183,3633.952829
17.398744,479,3634.605885
14.220898,687,3635.536973
239.748637,1116,3637.055154
-62.140936,295,3637.460876
240.36275,1110,3638.951828
6.742693,641,3639.812683
-115.701627,72,3639.912368
245.034007,1057,3641.297586
-111.569624,48,3641.362202
241.34259,1074,3642.792165
-102.661247,130,3642.965725
-56.479145,289,3643.364308
235.153812,1151,3644.907734
17.344698,513,3645.601689
50.77446,713,3647.669092
242.804372,1079,3649.118429
248.449704,1027,3650.422069
12.302446,525,3651.08357
-15.685697,430,3651.646259
-92.934211,203,3651.915074
238.159868,1116,3653.420759
246.281251,1047,3654.794869
133.330638,1058,3656.233776
27.569799,897,3657.461046
246.821156,1032,3658.872679
237.128433,1130,3660.371736
-61.498278,245,3660.68644
64.880698,763,3662.840217
102.23274,951,3664.086102
-28.983883,400,3664.612888
-116.926146,62,3664.697771
221.09069,1265,3666.423628
-24.395384,444,3667.046769
-56.931365,238,3667.412145
242.354966,1065,3668.950515
237.102776,1122,3670.479576
-40.228026,346,3670.957938
-42.433584,370,3671.455494
-19.231181,415,3672.004746
72.374045,789,3673.086974
95.683635,903,3674.295165
49.789316,701,3675.223047
245.911894,1050,3677.501082
237.447536,1129,3679.034407
37.430683,1148,3680.557439
-36.095281,353,3681.004796
76.604249,784,3682.109081
55.767599,806,3683.206161
251.427432,993,3684.551926
72.402523,824,3685.686574
88.815105,1067,3687.111711
12.145872,635,3687.977891
1.431006,470,3688.621893
-77.607553,212,3688.961133
-72.035588,294,3689.352369
-18.177678,375,3689.851496
-112.372891,62,3691.177013
-113.872269,44,3691.233884
-128.450729,94,3691.364373
-99.608496,196,3691.660274
-89.104534,156,3691.873272
-125.509101,89,3691.989793
-74.318783,245,3692.318515
-35.828322,371,3692.8128
5.224168,585,3693.612236
84.087551,963,3694.954154
255.25231,969,3696.441216
-53.842008,304,3696.858946
233.99777,1146,3698.508626
-79.91932,137,3698.709894
248.81296,1010,3700.268642
-113.64659,45,3700.330658
-1.961592,576,3701.159043
12.511201,636,3702.068388
-65.332902,243,3702.397777
236.501873,1113,3703.95821
-23.462943,670,3704.942293
-16.605929,473,3706.338265
91.284619,876,3707.546834
129.504768,901,3708.75645
-115.703074,45,3708.816238
-112.779723,55,3708.888909
233.570593,1155,3710.434592
233.282275,1149,3711.987512
241.028215,1092,3713.446049
240.833185,1084,3714.864227
241.555196,1085,3716.290058
232.39498,1168,3717.878137
117.822059,1203,3719.511218
235.750719,1137,3721.617354
-114.796745,46,3721.677988
241.85121,1095,3723.130843
87.143512,1600,3725.468665
-109.358316,50,3725.53763
53.609481,699,3726.491427
-75.304743,209,3726.765289
-70.342507,214,3727.057529
244.606553,1062,3728.479623
238.392518,1121,3729.969841
77.235141,835,3731.067768
98.81249,843,3732.250872
77.711413,903,3733.490257
-26.232061,345,3734.974518
-44.575845,419,3735.521393
-19.206737,459,3736.128045
-111.314304,248,3736.444478
-126.884631,49,3736.509699
155.772512,1600,3738.619072
-73.665708,348,3739.080343
249.931109,999,3740.412196
-73.917919,287,3740.805683
3.615567,628,3741.649447
252.853906,988,3742.935207
-50.953441,323,3743.371281
250.556835,1000,3744.708892
225.408454,1222,3746.304608
48.329888,719,3747.271152
16.574175,665,3749.631618
230.263562,1183,3751.226403
15.083384,566,3751.962029
-111.390411,43,3752.019936
24.378706,695,3752.96558
232.299594,1168,3754.542876
-66.08278,366,3755.029018
251.22612,988,3756.343124
241.062892,1085,3757.778447
-51.583843,373,3758.282788
235.483674,1139,3759.861007
-121.521197,92,3759.987179
85.809927,922,3761.265904
99.691309,1007,3762.618919
37.021331,834,3765.186103
-63.643812,204,3765.450368
-70.053008,253,3765.783616
-36.855133,494,3766.455195
232.967838,1154,3767.993903
-46.262629,272,3768.350804
-113.410202,120,3768.511627
-125.090422,50,3768.578879
236.189513,1133,3770.102087
-58.721923,485,3770.748193
-65.169358,338,3771.192557
-112.807037,47,3771.256218
236.950237,1124,3772.742581
47.040104,636,3773.600529
235.674113,1149,3775.108829
-8.487809,476,3775.720178
27.038049,637,3776.550999
-87.972033,186,3776.802294
231.395386,1170,3778.910191
-39.099459,332,3779.357514
255.648416,960,3780.673133
-60.837209,349,3781.143894
-36.37743,347,3781.627869
-51.603739,350,3782.102752
10.759342,466,3782.712052
58.812708,713,3783.636222
239.968496,1103,3785.122343
78.988439,795,3786.17279
-66.300578,455,3786.802003
-51.691832,377,3787.293995
74.051081,1024,3788.663735
-111.325328,70,3788.755903
118.946169,969,3790.082841
12.322205,636,3790.934817
-109.253965,40,3790.989168
238.646192,1111,3793.328481
-58.21376,230,3793.64395
-29.484473,431,3794.211524
-23.794685,473,3794.855819
126.233306,1011,3796.200086
52.837985,899,3797.417647
231.720072,1164,3799.088314
-49.059935,360,3799.575159
135.306308,978,3800.89582
39.447162,778,3801.903937
124.167594,988,3803.17524
-85.250003,328,3803.586862
239.093593,1109,3805.017963
-28.218008,477,3805.637318
132.934962,1088,3808.016044
120.417563,988,3809.346853
-113.194258,44,3809.407429
96.964775,989,3810.767416
-104.376303,69,3810.861341
77.110375,852,3812.04024
8.489887,480,3812.670107
-84.343191,182,3812.912473
-64.13223,383,3813.438485
40.847903,657,3814.345409
-6.003884,536,3815.060251
-92.59777,243,3815.377693
242.10328,1070,3816.828771
-42.452252,376,3817.330851
88.700374,927,3818.545865
55.444885,736,3819.524808
15.149737,649,3820.384975
-5.055679,535,3822.147961
103.52088,1113,3823.61085
55.929856,837,3824.693277
-49.772345,245,3825.025421
230.102014,1179,3826.612152
-53.25646,408,3827.162836
231.390189,1183,3828.743599
-115.917425,65,3828.840937
-108.789689,54,3828.918465
90.984668,1078,3830.318004
-80.138319,199,3830.584524
-59.799207,280,3830.960136
56.53105,961,3832.213032
232.282789,1179,3833.805098
67.518674,873,3835.805815
38.084487,587,3836.564085
-113.458769,52,3836.634602
130.532582,1055,3838.028571
-85.05579,231,3838.340887
-117.278379,40,3838.393189
225.561842,1225,3840.097955
-74.652946,192,3840.363116
74.765679,787,3841.483159
-1.998032,458,3842.097988
-42.19913,309,3842.517122
-64.886565,233,3842.832322
240.74862,1092,3844.29248
-46.706239,287,3844.689786
243.256749,1074,3846.153797
15.301788,504,3846.853412
-64.935941,253,3847.221747
-134.912701,171,3847.456142
116.382295,1227,3849.119432
251.129201,992,3851.557898
-89.570307,139,3851.749788
246.498638,1038,3853.197888
237.81892,1124,3854.957122
126.419642,1083,3856.573034
79.187137,731,3857.623228
-14.760233,636,3858.480174
52.374896,829,3859.669016
16.677654,615,3860.586744
-52.923935,274,3860.946957
-81.138072,283,3861.343092
-116.404791,54,3861.41453
-11.233258,509,3862.097466
122.61763,965,3863.445621
35.058191,822,3865.398202
-27.712237,380,3865.871316
16.63231,645,3866.68505
-114.771735,39,3866.734808
242.215395,1081,3868.09829
237.862114,1119,3869.575195
90.131121,1008,3870.802673
-111.573655,45,3870.857177
-125.876151,130,3871.019995
-61.60242,263,3871.358809
235.226726,1138,3872.907751
50.227388,657,3873.747974
-108.769409,113,3873.891839
102.927803,1026,3875.176593
-75.32106,298,3875.542482
-38.494143,392,3876.024663
-107.966476,48,3876.082512
-114.864304,49,3876.143083
-4.125132,563,3876.849871
61.622257,691,3877.703708
-0.281376,520,3878.968238
7.109084,537,3879.652888
117.503717,1136,3881.074446
-59.689507,302,3881.458153
-33.173077,376,3881.926813
238.149265,1035,3883.209558
-91.448143,186,3883.448799
253.013969,980,3884.74193
77.077613,795,3885.747974
-122.931268,116,3885.891963
-88.720356,152,3886.079273
-35.867618,393,3886.562738
238.960978,1108,3887.971304
-63.445704,293,3888.340569
245.402078,1061,3889.781797
-55.561858,275,3890.138371
239.878567,1104,3892.155651
-101.109605,285,3892.504258
49.307577,856,3893.590519
-68.105967,323,3894.013842
225.15303,1207,3895.521284
-115.676123,130,3895.684579
-112.461167,54,3895.753666
103.620206,1088,3897.187387
-75.6393,229,3897.511591
-107.097408,45,3897.57076
-28.391781,492,3898.232234
-112.68111,42,3898.286354
-33.965157,390,3898.91428
232.281423,1129,3900.395172
-114.992022,43,3900.449691
-59.625654,262,3900.805966
242.70958,1070,3902.272242
230.894277,1172,3903.77085
58.425662,851,3904.899825
141.669023,997,3907.126166
-27.574887,401,3907.653704
-71.951476,310,3908.047806
38.464447,713,3909.010985
224.32176,1219,3910.643881
-108.875287,95,3910.762123
-68.441348,365,3911.213854
238.542933,1113,3912.607417
-9.211961,477,3913.2311
238.960114,1107,3914.682882
-109.403472,43,3914.734744
-114.438351,61,3914.812283
-59.732025,234,3915.160653
86.400698,973,3916.488149
25.441228,581,3917.248569
240.722522,1104,3918.712646
36.894661,704,3920.405226
-122.939766,98,3920.532542
-53.296662,478,3921.147543
-111.540403,54,3921.216354
236.644445,1128,3922.664385
4.996577,536,3923.369151
52.135366,798,3924.340005
244.524719,1058,3925.706114
-86.229204,153,3925.910519
-54.352942,321,3926.319775
-112.71302,40,3926.373027
27.349157,600,3927.20856
-31.363969,423,3927.72432
-38.968563,354,3928.227426
-12.544655,547,3928.991719
226.147752,1223,3930.612566
237.921627,1122,3932.119957
-42.731563,400,3932.653493
235.673291,1149,3934.722579
-114.915013,52,3934.791015
27.426447,726,3935.717038
-55.350529,276,3936.058781
4.339492,450,3936.642284
118.695067,1198,3938.183789
100.732931,1008,3939.467385
-77.326882,376,3939.944343
-8.74499,450,3940.530697
230.909335,1173,3942.040759
-110.43739,49,3942.107965
-106.630077,52,3942.178473
8.753301,521,3942.854334
123.134055,1099,3944.299146
-19.456964,504,3944.954812
17.357216,755,3945.907732
42.280798,630,3947.332101
-36.150494,339,3947.778652
228.739031,1208,3949.318284
-50.230317,322,3949.714311
-10.926773,475,3950.307645
238.301124,1106,3951.699064
-6.560173,582,3952.437966
-69.004724,208,3952.704147
-106.484407,138,3952.890009
-109.507352,50,3952.956803
-110.347972,46,3953.020179
-112.292323,43,3953.075269
-109.164048,38,3953.131927
91.266124,1010,3954.406266
0.18282,615,3955.158044
227.695762,1208,3956.667359
-112.821831,51,3956.735586
-110.744251,46,3956.797851
-117.204229,44,3956.852816
-83.169913,204,3957.10479
-113.994181,46,3957.161189
-41.981774,309,3957.558341
232.622546,1170,3959.0563
21.620759,617,3959.836598
69.441836,1100,3963.090142
-113.734318,65,3963.176281
232.118131,1129,3964.696386
226.970983,1219,3966.277519
240.263775,1090,3967.689916
16.166055,753,3968.647221
-4.725625,482,3969.270899
-111.128237,50,3969.342823
26.898153,644,3970.167312
20.887641,664,3971.047419
248.089104,1021,3972.350284
233.526033,1147,3973.789482
39.330991,766,3975.519041
17.0626,631,3976.362916
-115.532909,58,3976.435874
-110.073508,50,3976.49855
-110.470216,49,3976.561018
-24.787398,345,3977.004415
-69.680763,217,3977.291528
252.291991,989,3978.566056
-32.673209,503,3979.260535
23.296595,634,3980.128666
239.926113,1103,3981.557907
-83.64438,219,3981.838448
232.982959,1155,3983.442286
-111.669947,47,3983.503335
-109.91055,40,3983.556498
236.532059,1133,3985.039408
225.366395,1231,3986.62683
-97.536184,213,3986.907571
-43.899619,413,3987.484797
-114.594436,54,3987.564065
238.766374,1113,3989.907178
-85.06321,135,3990.082131
-87.0822,202,3990.374087
-113.151421,51,3990.443377
8.646159,629,3991.276118
-58.511315,493,3991.929356
-64.107207,328,3992.382221
33.852015,1089,3993.813477
-25.263024,378,3994.330568
68.302664,896,3995.531666
-35.442523,462,3996.14379
244.286696,1059,3997.560474
-62.50376,383,3998.077353
-29.980875,580,3998.862301
118.290033,1002,4000.16185
50.915811,849,4001.36016
-78.587244,194,4001.60878
-114.102488,45,4001.675137
234.054903,1148,4004.195583
0.034779,693,4005.24829
113.825105,1211,4006.984742
234.147331,1112,4008.417594
89.735716,1175,4009.900788
-107.259934,65,4009.985574
224.586322,1229,4011.620346
24.489135,898,4012.803235
224.637636,1245,4014.394165
-7.917856,539,4015.151218
-112.796505,39,4015.208125
-114.067982,43,4015.268703
-52.079268,417,4015.820615
88.974045,1176,4018.143978
-7.569119,482,4018.838504
213.664883,1327,4020.617432
13.969951,611,4021.391098
-117.091734,72,4021.488269
-21.272745,425,4022.038317
-41.748302,507,4022.705429
114.492541,1219,4024.227338
208.390573,1383,4026.091336
-115.17145,58,4026.171496
-110.792451,55,4026.249684
58.693902,838,4027.449327
-10.042244,496,4028.133643
-118.515036,79,4028.247253
-115.322641,47,4028.342045
55.253327,782,4029.409678
-46.851494,360,4029.91169
-20.996766,534,4030.656689
251.725772,993,4032.751208
237.589719,1109,4034.294224
-20.399689,564,4035.080545
232.49158,1157,4036.727946
42.09172,779,4037.76292
16.149962,487,4038.423375
64.498064,929,4039.637614
125.292107,1127,4041.118778
-113.858961,41,4041.176934
-58.166073,236,4041.487718
-117.635032,41,4041.549581
223.226929,1246,4043.233038
-21.51426,430,4043.822828
37.990749,712,4044.793988
-66.242876,248,4045.126358
9.294927,886,4047.007089
83.910499,972,4048.341272
-70.970237,339,4048.798358
-28.036142,407,4049.354988
65.164808,764,4050.375647
-54.958537,259,4050.722545
21.551266,698,4051.667458
8.382004,553,4052.406748
-115.559131,74,4052.506122
-97.176135,169,4052.735397
2.834616,724,4053.716763
226.748106,1220,4055.435541
-34.422032,410,4056.033693
-38.70431,503,4056.79407
-57.701233,276,4057.223256
-125.476848,51,4057.300452
210.046613,1364,4059.221775
129.640046,1103,4062.278416
104.402654,1128,4063.835518
-111.74993,88,4063.957679
9.172818,557,4064.758088
26.14666,788,4066.000076
-108.943932,85,4066.131571
7.325746,627,4067.062858
-115.843022,116,4067.22955
-87.294975,179,4067.481716
-40.414474,473,4068.171443
6.419434,609,4068.99574
45.585915,761,4070.09481
-39.072174,365,4070.6097
110.129304,1093,4072.177267
-17.378785,411,4072.723701
-46.4302,316,4073.143989
-19.506924,442,4073.70869
122.146015,1022,4075.048556
-33.740451,598,4075.81637
-82.631445,239,4077.437734
5.943186,656,4078.298414
66.149725,881,4079.46944
46.193906,873,4080.63443
-75.384082,250,4080.974329
224.819648,1236,4082.61411
-14.831916,463,4083.255746
-12.801689,607,4084.059683
43.192975,701,4084.990318
-31.117333,561,4085.763647
-28.608447,457,4086.380996
-72.070317,261,4086.728842
-70.447681,326,4087.148571
93.573123,954,4088.410998
-108.328246,44,4088.470062
-43.464362,385,4088.973082
-13.327509,493,4089.621933
-111.881753,40,4089.674433
53.64852,836,4091.772163
220.937555,1268,4093.446945
-59.298714,368,4093.947407
-110.570496,60,4094.024994
239.606921,1103,4095.493907
-78.82854,194,4095.759985
98.991242,965,4097.040917
-71.916309,248,4097.387946
-25.990679,337,4097.862003
-119.662359,83,4097.981067
-107.948975,60,4098.070182
31.52436,821,4099.270224
248.01442,1035,4100.747205
225.879354,1229,4102.422292
19.966633,673,4103.338832
-34.619551,543,4104.069585
-24.942932,401,4104.611489
-56.311919,292,4105.031702
222.039728,1251,4107.675622
27.753758,767,4108.820704
-21.833427,462,4109.510975
-116.28872,48,4109.57806
30.4952,842,4110.769507
-22.178888,418,4111.326264
-58.241318,255,4111.669182
205.123286,1406,4113.591997
228.49994,1212,4115.216939
-112.207671,67,4115.307188
226.506679,1222,4116.978559
-77.184932,157,4117.185663
-51.489317,341,4117.640801
-49.002585,397,4118.195666
-52.479695,455,4118.798629
8.383806,565,4119.538709
-39.875739,478,4121.433594
-107.182188,39,4121.493559
-114.879877,62,4121.586425
-52.698008,392,4122.118264
254.162146,977,4123.426592
-14.955581,507,4124.106308
227.624368,1203,4125.814457
10.658721,630,4126.689493
-48.367114,323,4127.15483
-71.820711,211,4127.445601
-87.329799,179,4127.689241
-77.670252,214,4127.985056
-85.725388,185,4128.264889
223.635054,1246,4129.977077
239.191324,1118,4131.582764
-110.542322,38,4131.644158
241.259498,1082,4133.211387
38.16612,946,4134.556256
-60.043481,198,4134.835354
-115.004433,106,4134.988791
-91.262702,1265,4137.890976
231.467149,1169,4139.53211
232.097265,1179,4141.17665
-31.947701,596,4141.992302
-55.488602,283,4142.40245
-47.80066,313,4142.829855
-33.551277,511,4143.526969
-72.544568,323,4143.953528
-85.158725,150,4144.161222
-85.72799,238,4144.478948
222.873838,1222,4146.230134
20.585492,655,4147.129199
46.479251,954,4148.385309
15.230066,613,4149.296314
-29.418661,539,4150.055491
-59.776413,344,4152.162922
-68.219651,256,4152.508503
-10.877272,758,4153.561027
60.53425,896,4154.763855
78.120483,1005,4156.175594
107.634399,899,4157.450825
-110.966683,50,4157.522674
4.297359,547,4158.287147
-6.03591,617,4159.189696
-39.880819,346,4159.679597
-47.851068,300,4160.12656
227.804728,1200,4161.871624
-16.38195,536,4162.630131
42.241979,699,4163.674393
227.451545,1214,4165.418369
-81.27855,212,4165.727422
54.873956,1132,4168.093209
108.793308,1210,4169.781143
29.985548,751,4170.84746
-110.949865,79,4170.960716
-33.702837,376,4171.491649
31.451372,892,4172.755905
-19.723558,510,4173.472817
-72.105225,182,4173.728012
66.48255,927,4175.069361
-27.751216,405,4175.64218
-23.945734,509,4176.377854
-116.042043,42,4176.435241
242.130725,1083,4177.900241
-41.610502,384,4178.456472
12.790117,604,4179.310325
116.027625,1098,4180.861819
-15.172946,514,4182.204306
-45.600153,367,4182.69034
-75.527751,187,4182.928798
-62.724156,274,4183.299801
235.281921,1131,4184.77281
68.763821,1199,4186.43114
205.08911,1405,4188.281443
-22.92184,501,4188.959797
-72.379728,314,4189.385467
216.294889,1308,4191.111465
60.220191,919,4192.324252
86.866681,1036,4193.708529
225.77451,1226,4196.415372
-59.964245,304,4196.819665
35.081219,759,4197.817153
-33.72077,514,4198.499924
-18.094126,585,4199.270102
-81.748108,148,4199.467933
-63.20528,323,4199.892471
213.490183,1334,4201.671694
42.975532,758,4202.657406
-15.920064,652,4203.535451
-115.918221,46,4203.597258
211.179956,1346,4205.366795
223.756232,1241,4206.989783
-40.532755,322,4207.411856
-80.450724,343,4207.855968
-5.062525,613,4208.687659
-38.362385,442,4209.276433
-84.44969,188,4210.390745
-97.225196,184,4210.628544
-56.137644,312,4211.038713
46.976703,859,4212.251358
-53.340546,361,4212.783828
-65.47114,320,4213.232209
35.720238,669,4214.115923
234.403047,1147,4215.614969
217.104733,1296,4217.338882
-55.261505,431,4217.905215
39.738291,698,4218.818412
-91.656306,208,4219.11124
230.626372,1183,4220.657538
-74.471131,164,4220.869371
-92.828737,129,4221.054869
-94.631427,160,4221.264192
225.436646,1217,4222.845998
-110.716824,54,4222.938857
-56.573816,252,4224.744441
9.264754,430,4224.991084
-67.855367,210,4225.106621
4.600197,397,4225.325347
