time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
112,672,341,1210.84,229376,59.08199941,-5.646840925514698,1110,0.03289725782815367,0.2,0.004899278,-0.007532407713006251,0.03271484375,3e-05,0.5462719202041626,0.9937434196472168,-0.06554029136896133,,
,,,,230000,,-5.645857417583466,1120,0.012435806688154116,0.2,0.006961744,-0.01194051630445756,0.055615234375,3e-05,0.7515174746513367,0.991920530796051,-0.06963501870632172,1574.4,181.06608139999997
113,665,347,1237.01,231424,63.79034213,,,,,,,,,,,,,
114,666,350,1250.13,233472,66.28858739,-5.640711359679699,1130,0.05389506856445223,0.2,0.008799878,-0.011928467761026695,0.077734375,3e-05,0.7755224108695984,0.9914519786834717,-0.07102888822555542,,
115,668,352,1265.21,235520,69.10136570000002,-5.6394816666841505,1140,0.015806130244163795,0.2,0.009170015,-0.010724664655572268,0.0880859375,3e-05,0.7959275841712952,0.991087019443512,-0.05410001799464226,,
116,669,354,1278.53,237568,71.43808006,-5.637093238532543,1150,0.011247241523233243,0.2,0.0070465268,-0.01205776162969414,0.0671875,3e-05,0.8515325784683228,0.9902775287628174,-0.060046155005693436,,
117,670,357,1293.36,239616,74.37520286,-5.636615592241287,1160,0.0678549018834019,0.2,0.007004109,-0.008719895071408246,0.06943359375,3e-05,0.9024839401245117,0.9908862709999084,-0.07569956034421921,,
,,,,240000,,-5.636144354939461,1170,0.013879065283981617,0.2,0.0075362325,-0.012558801245177165,0.076123046875,3e-05,0.7893857359886169,0.9899009466171265,-0.06380380690097809,1600.0,196.4566164
118,664,363,1308.64,241664,76.77636853000001,,,,,,,,,,,,,
119,665,366,1314.98,243712,78.79718706000001,-5.633293642103672,1180,0.02468080918479245,0.2,0.00928879,-0.016556445947207975,0.107958984375,3e-05,0.8593430519104004,0.9895268678665161,-0.0589347779750824,,
120,666,368,1314.98,245760,79.8704197,-5.632437136769295,1190,0.014142974709102418,0.2,0.007473291,-0.012328331895696465,0.076318359375,3e-05,0.7960969805717468,0.9893948435783386,-0.06484907120466232,,
121,668,370,1314.98,247808,80.41598766000001,-5.631551524996757,1200,0.024529262489522807,0.2,0.007346305,-0.010542145415092819,0.057568359375,3e-05,0.8152790665626526,0.9891334176063538,-0.07151076197624207,,
122,669,373,1329.83,249856,83.10130358,-5.62924572378397,1210,0.008842542623460759,0.2,0.0064838645,-0.00910571930289734,0.055908203125,3e-05,0.8472386598587036,0.9882736206054688,-0.08753107488155365,,
,,,,250000,,-5.627815781533718,1220,0.010780710431572516,0.2,0.009281751,-0.013842815876705572,0.0931640625,3e-05,0.8458653688430786,0.9883753657341003,-0.07658694684505463,1600.0,189.60520820000002
123,663,379,1345.35,251904,85.97354933999999,,,,,,,,,,,,,
124,664,382,1360.88,253952,89.36119074,-5.626064522564411,1230,0.010323953207989688,0.2,0.0076284455,-0.013886221213033423,0.075927734375,3e-05,0.8645902872085571,0.987602174282074,-0.07240289449691772,,
125,665,384,1360.88,256000,89.95262736000001,-5.6243731290102,1240,0.008796878659632057,0.2,0.0064043915,-0.01072653836745303,0.056884765625,3e-05,0.8714767694473267,0.98734450340271,-0.0687665119767189,,
126,666,386,1360.88,258048,90.59182279999999,-5.621468269824982,1250,0.008504435847862623,0.2,0.008330198,-0.013280535265221261,0.077978515625,3e-05,0.8473581671714783,0.9861733317375183,-0.06184918433427811,,
,,,,260000,,-5.619495363533497,1260,0.012178395823866595,0.2,0.008803159,-0.011902040570566897,0.07197265625,3e-05,0.8450010418891907,0.9864113330841064,-0.06720630079507828,1090.0,59.6362848
127,662,392,1375.67,260096,94.19441397000003,,,,,,,,,,,,,
128,664,394,1375.67,262144,94.59287558,-5.617210486531258,1270,0.008565476420335472,0.2,0.0078008,-0.01189238172955811,0.064208984375,3e-05,0.8598008155822754,0.9850830435752869,-0.07070490717887878,,
129,665,397,1391.16,264192,97.33265944,-5.615651753544808,1280,0.010615642108314205,0.2,0.0066694906,-0.010549267119495198,0.057421875,3e-05,0.8682181239128113,0.9857732653617859,-0.056292250752449036,,
130,666,399,1391.16,266240,97.93509017999999,-5.614584341645241,1290,0.008616009475372267,0.2,0.0060533835,-0.009248601362924092,0.049169921875,3e-05,0.831270694732666,0.9844218492507935,-0.08565366268157959,,
131,667,401,1406.66,268288,101.32853777,-5.610694147646427,1300,0.007355923144496046,0.2,0.006973222,-0.010078529600286856,0.055859375,3e-05,0.8610737323760986,0.9838745594024658,-0.058958034962415695,,
,,,,270000,,-5.610197202861309,1310,0.00805503413430415,0.2,0.007076413,-0.009906813580892048,0.06328125,3e-05,0.8420660495758057,0.9841577410697937,-0.056758567690849304,677.0,-22.828310199999997
132,666,405,1421.93,270336,104.1649722,,,,,,,,,,,,,
133,667,408,1421.93,272384,104.9361198,-5.60925032645464,1320,0.008479581003484782,0.2,0.0067590997,-0.012113595387199893,0.0529296875,3e-05,0.8516456484794617,0.9833934307098389,-0.08727964013814926,,
134,668,410,1441.35,274432,109.45590766999997,-5.606961260735988,1330,0.010044919014035258,0.2,0.0075628487,-0.012619975436246022,0.05283203125,3e-05,0.8491710424423218,0.9832412004470825,-0.07613423466682434,,
135,669,412,1441.35,276480,110.33367662999999,-5.6093653872609135,1340,0.010942813205474522,0.2,0.006573242,-0.009727650613058358,0.0458984375,3e-05,0.8344892859458923,0.9843835234642029,-0.07723401486873627,,
136,670,415,1441.35,278528,111.40361512999999,-5.609570969641209,1350,0.009134772344259546,0.2,0.0072382484,-0.010083299843245186,0.063818359375,3e-05,0.857136607170105,0.9833767414093018,-0.07291348278522491,,
,,,,280000,,-5.609119118750096,1360,0.00948494280455634,0.2,0.0084867645,-0.014410266833147034,0.101318359375,3e-05,0.8523709774017334,0.9842642545700073,-0.07130548357963562,897.6,57.22661899999999
137,668,419,1437.19,280576,111.93785221999998,,,,,,,,,,,,,
138,669,422,1437.19,282624,112.85713095999999,-5.612519718706608,1370,0.04339425856305752,0.2,0.006968742,-0.008605517153046093,0.06328125,3e-05,0.9241026639938354,0.9848832488059998,-0.03669925034046173,,
139,670,424,1426.01,284672,111.85931091999998,-5.613420763611794,1380,0.013507621081953403,0.2,0.0074987966,-0.010012130270479248,0.06162109375,3e-05,0.7623862624168396,0.9848401546478271,-0.08489636331796646,,
140,671,426,1426.01,286720,112.66236206999999,-5.616048613190651,1390,0.03867334196111187,0.2,0.007599292,-0.010259633901296184,0.051611328125,3e-05,0.9515671133995056,0.9861182570457458,-0.051816605031490326,,
141,672,429,1412.66,288768,111.27554076999999,-5.615611749887466,1400,0.012695223475748207,0.2,0.007170398,-0.011562693516316358,0.0650390625,3e-05,0.8020855784416199,0.9845105409622192,-0.0833103358745575,,
,,,,290000,,-5.614616687595844,1410,0.059332637098850685,0.2,0.008761972,-0.01153791022952646,0.07646484375,3e-05,0.925092339515686,0.985887348651886,-0.04330143332481384,887.0,19.611135400000002
142,669,434,1406.65,290816,109.98816382999999,,,,,,,,,,,,,
143,670,436,1422.04,292864,113.33829827999998,-5.619466803967953,1420,0.11386642262223176,0.2,0.008795457,-0.01146203983371379,0.068701171875,3e-05,0.9062749147415161,0.986849844455719,-0.045491114258766174,,
144,671,438,1422.04,294912,113.81199938999998,-5.619316320121288,1430,0.04163815170177258,0.2,0.00973193,-0.014438557904213667,0.073095703125,3e-05,0.7038241028785706,0.9858619570732117,-0.06642743200063705,,
145,672,441,1416.09,296960,114.1313984,-5.615573744475841,1440,0.01254084121901542,0.2,0.008017382,-0.011905129865044727,0.064501953125,3e-05,0.7649468779563904,0.9850462079048157,-0.06948580592870712,,
146,673,443,1416.09,299008,114.63450467999999,-5.6120912581682205,1450,0.07436436050338671,0.2,0.0082678255,-0.011402354428719263,0.067431640625,3e-05,0.9418345093727112,0.984166145324707,0.013346754014492035,,
,,,,300000,,-5.609448978304863,1460,0.015304541256045922,0.2,0.007938903,-0.011817165144020692,0.07666015625,3e-05,0.6991901397705078,0.9835596680641174,-0.055821169167757034,629.2,7.0058652
147,672,447,1431.62,301056,117.68150895999999,,,,,,,,,,,,,
148,673,450,1440.01,303104,122.01638241,-5.603425268828869,1470,0.01617459265689831,0.2,0.008368318,-0.012737038417253644,0.07470703125,3e-05,0.723983883857727,0.9812154173851013,-0.061605967581272125,,
149,674,452,1437.22,305152,121.29740453000001,-5.5971240401268005,1480,0.023914090931066313,0.2,0.007706147,-0.011163958924589679,0.054541015625,3e-05,0.6484345197677612,0.9805329442024231,-0.05478696897625923,,
150,675,454,1437.22,307200,122.18341239,-5.596534685790539,1490,0.060994067217689005,0.2,0.0065604234,-0.010320870063151234,0.05947265625,3e-05,0.9538814425468445,0.9810237884521484,-0.056985314935445786,,
151,676,457,1439.02,309248,124.85198865000002,-5.596040964126587,1500,0.026087332106544635,0.2,0.00827861,-0.01309051793650724,0.069189453125,3e-05,0.7198076248168945,0.9800964593887329,-0.07853418588638306,,
,,,,310000,,-5.590450663864613,1510,0.012947871153301094,0.2,0.008434996,-0.01241528451209888,0.074658203125,3e-05,0.7801551818847656,0.9783669710159302,-0.057649094611406326,578.4,-10.376417199999997
152,675,461,1449.75,311296,127.54762960000002,,,,,,,,,,,,,
153,676,463,1464.72,313344,130.52504981,-5.584160897135734,1520,0.015463770911446772,0.2,0.005842395,-0.010453830660844687,0.052490234375,3e-05,0.7857034206390381,0.9772051572799683,-0.09688380360603333,,
154,677,465,1464.72,315392,131.37912606,-5.583187162876129,1530,0.022509744699345902,0.2,0.008000883,-0.013474849131307564,0.07275390625,3e-05,0.7379087209701538,0.9777896404266357,-0.07060634344816208,,
155,677,468,1466.0,317440,134.00762426000003,-5.583605873584747,1540,0.018434471864020453,0.2,0.009733727,-0.01524365997465793,0.0943359375,3e-05,0.8047599792480469,0.9774327278137207,-0.055025845766067505,,
156,678,470,1477.32,319488,137.23479893,-5.581683544814586,1550,0.020064914753311312,0.2,0.00812773,-0.010345366891124285,0.068115234375,3e-05,0.7787936925888062,0.9767277240753174,-0.04458998888731003,,
,,,,320000,,-5.581534665822983,1560,0.027321689938253256,0.2,0.007868964,-0.011347527020552662,0.06640625,3e-05,0.6246159076690674,0.9773879051208496,-0.042990244925022125,709.6,18.9665994
157,676,475,1457.56,321536,135.28995715000002,,,,,,,,,,,,,
158,677,477,1436.17,323584,132.12159880000002,-5.583187817037105,1570,0.10485400230390951,0.2,0.009609932,-0.011636554505093955,0.083203125,3e-05,0.9257082939147949,0.9775667190551758,-0.0644635409116745,,
159,678,479,1436.12,325632,132.77269126000002,-5.584327754378319,1580,0.28048294838517907,0.2,0.008738912,-0.01093686316453386,0.081201171875,3e-05,0.9240182638168335,0.9779607057571411,0.006082803010940552,,
160,679,482,1445.84,327680,135.13526478,-5.584259903430938,1590,0.07806130478857085,0.2,0.008599991,-0.010925486269115936,0.0708984375,3e-05,0.5536737442016602,0.9774594306945801,0.012740295380353928,,
161,680,484,1434.85,329728,133.01215108999997,-5.584729968011379,1600,0.05232094189850613,0.2,0.011726834,-0.015858331247000024,0.112548828125,3e-05,0.804988443851471,0.978152871131897,-0.04858296364545822,,
,,,,330000,,-5.586662508547306,1610,0.15188782253535466,0.2,0.008782784,-0.01143912291736342,0.082177734375,3e-05,0.9448121786117554,0.9785129427909851,-0.05601412057876587,532.0,-29.2388718
162,679,488,1434.71,331776,134.01871709,,,,,,,,,,,,,
163,680,490,1419.47,333824,133.87434460999998,-5.586689667403698,1620,0.033231391388108024,0.2,0.0072803088,-0.008789893379434944,0.061865234375,3e-05,0.3404625654220581,0.9779363870620728,-0.05797461420297623,,
164,681,493,1404.45,335872,130.60093726000002,-5.58764382302761,1630,0.1263266850146465,0.2,0.005019527,-0.010167355588055215,0.041845703125,3e-05,0.49151909351348877,0.9794253706932068,-0.021303638815879822,,
165,682,495,1411.48,337920,133.57778234,-5.591595776379108,1640,0.1516245627310127,0.2,0.008779755,-0.01537882102857111,0.085107421875,3e-05,0.9203699827194214,0.9795675277709961,0.00590670108795166,,
166,683,497,1411.48,339968,134.15221293000002,-5.592331643402576,1650,0.1393163523694966,0.2,0.006763685,-0.0096505612731562,0.05556640625,3e-05,0.908976137638092,0.9798732399940491,-0.02991669252514839,,
,,,,340000,,-5.590543030202388,1660,0.031630008696811276,0.2,0.00690425,-0.008112549355428201,0.04931640625,3e-05,0.054380953311920166,0.978642463684082,-0.05600393936038017,726.8,24.1444324
167,681,502,1404.09,342016,134.46060598000003,,,,,,,,,,,,,
168,682,504,1402.63,344064,136.26100681999998,-5.590505783259869,1670,0.07515728296129964,0.2,0.0076935776,-0.010318060425925068,0.062744140625,3e-05,0.9376629590988159,0.9799549579620361,-0.07813183963298798,,
169,683,506,1401.09,346112,137.03630287000004,-5.592615732550621,1680,0.05620461104554124,0.2,0.00784936,-0.011731246807903517,0.07666015625,3e-05,0.5017533302307129,0.9794729948043823,-0.06843101233243942,,
170,683,509,1399.58,348160,137.86756206,-5.590114997327328,1690,0.031520184080000034,0.2,0.009484474,-0.013044138871191536,0.092333984375,3e-05,0.3781440854072571,0.9786628484725952,-0.04890517517924309,,
,,,,350000,,-5.587539424002171,1700,0.03462502571346704,0.2,0.007925,-0.013513646618230268,0.07060546875,3e-05,0.6752386093139648,0.9783844947814941,-0.06207339093089104,589.6,6.6511821999999965
171,682,512,1375.58,350208,134.87247772,,,,,,,,,,,,,
172,683,515,1382.07,352256,137.11596236000003,-5.5891931623220446,1710,0.20007004213985055,0.2,0.009869584,-0.01516251447610557,0.09921875,3e-05,0.9282070994377136,0.9794300198554993,0.04053795337677002,,
173,684,517,1384.75,354304,138.6716963,-5.591707329452038,1720,0.20219047619029878,0.2,0.008103608,-0.014651943805802148,0.0908203125,3e-05,0.9190167784690857,0.979467511177063,-0.035238564014434814,,
174,685,519,1383.94,356352,139.38032742,-5.591396923363209,1730,0.13042142444755883,0.2,0.00876379,-0.010745577687339391,0.0640625,3e-05,0.8047703504562378,0.9794249534606934,-0.015143226832151413,,
175,686,522,1380.69,358400,140.92933561,-5.590176822245121,1740,0.04412927742232568,0.2,0.006020833,-0.009167548437835649,0.05537109375,3e-05,0.2513543367385864,0.9788422584533691,-0.06606780737638474,,
,,,,360000,,-5.587742015719414,1750,0.05611261095618829,0.2,0.010637732,-0.012850203903508373,0.090966796875,3e-05,0.4259558320045471,0.978204071521759,-0.04318825155496597,910.0,104.6937394
176,683,527,1385.48,360448,143.48390769000002,,,,,,,,,,,,,
177,684,529,1390.09,362496,146.95026094000002,-5.587546856701374,1760,0.038734098727582024,0.2,0.0077579883,-0.01059822848183103,0.066064453125,3e-05,0.548710823059082,0.9788480401039124,-0.04540463909506798,,
178,685,531,1377.54,364544,145.31905607000002,-5.589953356981278,1770,0.058588186866836624,0.2,0.008570805,-0.011202641131239944,0.096142578125,3e-05,0.43435215950012207,0.9793633222579956,-0.06744633615016937,,
179,686,534,1376.04,366592,145.96783044000003,-5.592324295639992,1780,0.06637525928672403,0.2,0.009551331,-0.013550384741392918,0.0947265625,3e-05,0.9555044770240784,0.9801387786865234,-0.047783125191926956,,
180,687,536,1365.79,368640,145.19710518000002,-5.594656105339527,1790,0.04016333333565854,0.2,0.007797545,-0.012905916586169042,0.078076171875,3e-05,0.5037131309509277,0.9804946184158325,-0.07007284462451935,,
,,,,370000,,-5.597702307999134,1800,0.13304132713237776,0.2,0.0076551614,-0.009626460867002607,0.056005859375,3e-05,0.9046911597251892,0.981555163860321,-0.01997695118188858,681.4,35.505980199999996
181,685,540,1350.78,370688,143.46792348000002,,,,,,,,,,,,,
182,686,543,1348.56,372736,146.23288344,-5.601793619990349,1810,0.2509440010297112,0.2,0.008143902,-0.010893833416048437,0.074267578125,3e-05,0.8962832689285278,0.9825985431671143,-0.0074472613632678986,,
183,686,545,1347.79,374784,146.84285621,-5.603219069540501,1820,0.05394938967365306,0.2,0.00845699,-0.011426446787663736,0.076318359375,3e-05,0.22984695434570312,0.982092022895813,-0.06506746262311935,,
184,687,547,1343.61,376832,148.66151936000003,-5.60158019810915,1830,0.05513791035336908,0.2,0.0054883175,-0.007616478862473741,0.049951171875,3e-05,0.47759610414505005,0.9817852973937988,-0.02683091163635254,,
185,688,550,1340.4,378880,148.37181459000004,-5.601469510793686,1840,0.04320430350780953,0.2,0.008385802,-0.009970957183395513,0.073779296875,3e-05,0.40361469984054565,0.9819738864898682,-0.06717202812433243,,
,,,,380000,,-5.605095061659813,1850,0.08744716799701564,0.2,0.0066442965,-0.0112377140976605,0.068994140625,3e-05,0.8699524998664856,0.9837249517440796,-0.0514652281999588,531.0,22.443483599999997
186,687,554,1335.68,380928,150.20024113,,,,,,,,,,,,,
187,688,556,1333.1,382976,151.03591778999998,-5.607607260346413,1860,0.056976968777598815,0.2,0.007979142,-0.011322421408840455,0.07958984375,3e-05,0.48428529500961304,0.9830843806266785,-0.05504631623625755,,
188,689,558,1332.17,385024,151.63125286,-5.605864870548248,1870,0.0506057885941118,0.2,0.007863542,-0.01229634387709666,0.073193359375,3e-05,0.6787630915641785,0.9830877780914307,-0.04278665781021118,,
189,689,561,1328.68,387072,153.1010771,-5.604119588434696,1880,0.04541823096515145,0.2,0.007613372,-0.010880837417789734,0.076123046875,3e-05,0.6718385219573975,0.9822984337806702,-0.04801875352859497,,
190,690,563,1323.48,389120,154.7746862,-5.600385911762714,1890,0.06488521895953454,0.2,0.008374328,-0.011983119617798365,0.071728515625,3e-05,0.35239213705062866,0.9812304973602295,-0.05677167326211929,,
,,,,390000,,-5.5992130696773526,1900,0.04943519861262757,0.2,0.01093043,-0.011893006128957495,0.1205078125,3e-05,0.42990249395370483,0.9816320538520813,-0.07687054574489594,685.8,46.4155712
191,689,567,1318.39,391168,153.97553675000003,,,,,,,,,,,,,
192,689,570,1314.05,393216,155.53773197,-5.603151260316372,1910,0.05497472251881845,0.2,0.012089274,-0.01432860860368237,0.131640625,3e-05,0.9276021718978882,0.9835281372070312,-0.04276219382882118,,
193,690,572,1311.58,395264,156.38715190000002,-5.6077728271484375,1920,0.05735334605851676,0.2,0.009610401,-0.013191609157365747,0.090673828125,3e-05,0.48740673065185547,0.9837138652801514,-0.07200217992067337,,
194,691,574,1306.0,397312,158.00299804000002,-5.607412776350975,1930,0.046069776796502995,0.2,0.010194096,-0.013219546037726104,0.082958984375,3e-05,0.40546393394470215,0.9830815196037292,-0.04244224727153778,,
195,691,577,1303.33,399360,158.7355492,-5.608620382845402,1940,0.05685166836192366,0.2,0.010714052,-0.013095064123626798,0.12841796875,3e-05,0.30492186546325684,0.9844529628753662,-0.04723614454269409,,
,,,,400000,,-5.614024895429611,1950,0.033470131258945914,0.2,0.009856012,-0.013895081329974347,0.102392578125,3e-05,0.6795444488525391,0.985559344291687,-0.055725350975990295,478.8,-5.636064999999999
196,691,580,1293.0,401408,157.63618796999998,,,,,,,,,,,,,
197,691,583,1287.95,403456,159.38258490999996,-5.617679454386234,1960,0.0944573865737766,0.2,0.009128772,-0.010688925173599272,0.073486328125,3e-05,0.9475775957107544,0.9862872362136841,0.020786039531230927,,
198,692,585,1285.28,405504,160.12468818999997,-5.617662580311299,1970,0.046904474546317944,0.2,0.006766961,-0.0076730841858079655,0.059423828125,3e-05,0.6469457149505615,0.9854246973991394,-0.05174809694290161,,
199,693,587,1279.93,407552,161.59689218999998,-5.613823716342449,1980,0.03788663290615659,0.2,0.0068318686,-0.009809793857857584,0.06513671875,3e-05,0.37779706716537476,0.9845412373542786,-0.02988884225487709,,
200,693,590,1287.76,409600,164.5536066,-5.613503722846508,1990,0.05326458018389531,0.2,0.009596713,-0.010665148185216822,0.087060546875,3e-05,0.4560180902481079,0.9852309226989746,-0.04869949072599411,,
,,,,410000,,-5.615498165786266,2000,0.032483529660385105,0.2,0.007814532,-0.010722869908204303,0.0736328125,3e-05,0.5741652250289917,0.9855188727378845,-0.06829765439033508,704.8,76.13985140000001
201,692,594,1282.57,411648,165.6165777,,,,,,,,,,,,,
202,693,596,1291.04,413696,168.66314162999998,-5.616002842783928,2010,0.05417185696715023,0.2,0.010204588,-0.013386650441680104,0.1232421875,3e-05,0.42458486557006836,0.9853439331054688,-0.06294729560613632,,
203,693,599,1285.46,415744,170.21661684,-5.616824774444103,2020,0.03524760140135186,0.2,0.007800808,-0.010863162516034208,0.0703125,3e-05,0.5347659587860107,0.9858908653259277,-0.05700593441724777,,
204,694,601,1282.0,417792,173.06356454999997,-5.615954376757145,2030,0.040774426827556456,0.2,0.008620061,-0.01189527818642091,0.07685546875,3e-05,0.6950302124023438,0.9848952293395996,-0.03248726204037666,,
205,695,603,1278.33,419840,173.55448891999995,-5.616765289008617,2040,0.11063010723446495,0.2,0.008065287,-0.01218351582356263,0.077099609375,3e-05,0.8607161641120911,0.986503005027771,0.017974652349948883,,
,,,,420000,,-5.622388023138046,2050,0.03892935193289304,0.2,0.008621727,-0.01134606905397959,0.088720703125,3e-05,0.485812246799469,0.9876226186752319,-0.06233334541320801,1215.2,263.8276546
206,692,609,1271.88,421888,175.04948565000004,,,,,,,,,,,,,
207,692,611,1263.5,423936,174.55930806,-5.627470804750919,2060,0.08832428248715588,0.2,0.009008313,-0.009394740281277337,0.0779296875,3e-05,0.7191295623779297,0.9890530705451965,-0.01468777284026146,,
